titles,reviews
원더 우먼,"“정의를 실현하려다 아집만 내세운”
흔히 이러한 히어로들이 각성하기 위해서는
‘인류애’를 통한 각성이 많이 이루어지는데,
각성하기까지의 그 과정이 많이 아쉬웠다.

우리가 상상하던 멋있는 원더 우먼이 아니라
고집불통에 무뎃포 행동으로 밀어부치는 강한 사람으로
밖에 보이지 않았다.

인간들을 구하기 위해 정의를 실현하는 것 치고는
단순히 사랑하는 남자의 죽음에 각성해버린
금사빠 초보 전사로 느껴졌다.

마지막 아레스와의 전투에서도 다소 어색하고
화려함보다는 유치함이 먼저 눈에 들어오는 것들이
더 크게 보였다. 독일과는 잠깐 싸우지만, 보통의 남성들과는 내내 싸우는 원더우먼. 영화 안의 것 때문에 웃고 영화 밖의 것 때문에 울고. Dc의 희망 그나마 DC는 이 누님이 먹여 살린다. DC의 희망"
블루 자이언트,"재즈가 꿈과 열망을 품고 푸른 선율을 가득 머금은 파도가 되어 마음속에 오래도록 일렁이다.
영화 <블루 자이언트>를 '돌비 애트모스'관에서 관람하였다.

세계 최고의 재즈 색소폰 연주자를 꿈꾸는
이 작품의 주인공 '미야모토 다이'가
피아니스트인 '사와베 유키노리',
그리고 친구이자 드러머인 '타마다 슌지'와
재즈 팀인 'JASS'를 결성해
일본 최고의 재즈바인 'so blue'에서 연주하는 것을 목표로
한 걸음 한 걸음 성장해 나가는 과정을 그린 영화이다.

어떠한 목표를 가지고
청춘들이 땀과 노력으로 꿈에 다가가는 과정이
영화에서 풍부한 '재즈' 음악 속에서 펼쳐지는데

그 '음악'을
그래미 수상자이자 재즈 피아니스트인 '우에하라 히로미'가
작곡하고 연주에도 참여하여
음악적으로 완성도가 엄청났고, '듣는' 재미가 정말 좋았다.

그리고 '작화' 부분도 인상적이었는데,
재즈를 연주하는 열정이 느껴지도록
감각적인 터치와 화려함 가득한 컬러가 요동치는
역동적인 연출을 선보여
음악을 '보는 재미'까지
느낄 수 있었다.

다만 3D 애니메이션의 퀄리티가
다소 아쉬움으로 남는다.

이 영화를 보다 보면
각자의 이야기를 가지고 있는
JASS의 멤버들이 조금씩 조금씩 성장해 나갈수록
높은 몰입감에 따른 감동의 물결이 다가오는데

재즈가
꿈과 열망을 품고 푸른 선율을 가득 머금은
파도가 되어 마음에 오래도록 일렁이는

좋은 영화였다.

----------------------------------------------------------------------------------------------
■ 화면 비율 : 1.78:1
[1회차 : CGV 영등포 4관[DOLBY ATMOS] - 2023. 10. 21]
----------------------------------------------------------------------------------------------"
대부," 50여 년의 세월이 흐른 영화가 뻔해 보인다면, 그것은 다른 영화가 이 작품에 빚을 너무 많이 져서가 아닐까? 갱스터 무비의 대부 마이클이 '대부'가 되어가는 과정이 가히 무시무시하다. 딱 각잡고 봐야할 듯한 영화. 하지만 난 아마 몇 번 더 봐야 이 영화의 진면목을 깨달을 수 있는 걸까? 3시간을 흔들림없이 유지하는 그 무엇...이 영화를 1972년에 만들어낸 모두에게 경의를 표함... 찬찬히 볼수록 빠져든다. 단순하고 상징적 장면과 대사 몇가지만으로 핵심을 전달한다. 가장 인상적인 건 애잔한 주제가. 이 영화를 찬양 하는건 거절 할 수 없는 제안. 진정한 고전 명작."
엣지 오브 투모로우, 타임루프+Sf+로봇 을 잘 조합한 영화 죽지도 못하고 강제로 임무 중. 역시 톰 크루즈라는 말이 나오는 영화! 죽을수록 레벨업하는 주인공. 근미래와 회귀물의 훌륭한 조합 타임 루프 설정을 꼼꼼히 활용하는 오락 영화. 신선과 식상은 늘 한 끗 차이. 게임을 하고 나온 기분...대단한 영화는 아닌데...딱히 깔것도 없는 군더더기 없는 영화 무편집본 줘요!
2001 스페이스 오디세이,"우주를 활공하는 뼈의 기원
아니 그러니까 이걸 1968년에?! 라는 말을 지속해서 내뱉을 수밖에 없는 감탄 기능이 자동 탑재된다. 굉음과 폭음에 가까운 사운드로 멘탈을 때리는 것에서부터 고전적인 난도의 감내를 필요로 하는데, 뒤이어 '도구' 사용의 첫발을 시작으로 우주로 솟아오른 역량 격상의 증표는, 반세기가 더 훌쩍 지나버린 지금 응시해도 가히 형용할 수 없는 카타르시스를 선사한다. 모든 우주적 전시물의 시초답게, 체험의 면에서도 압도적인 파괴력을 보여주는 건 물론이다.

인류의 한계치를 점차 넘어서 가는 진화에 있어서 '모노리스'라는 매개체가 핵심적인 역할을 한다. 현실의 보통 속에 유영하는 우리가 알지 못할 뿐, 지금도 급변하는 세상은 실제로 어딘가에서 그러한 상징물과의 접촉으로 인하여 진보를 이뤘고 이루고 있을지도 모를 일이겠다. 아울러 HAL 9000 같은 AI와의 맞불은 언젠가 우리가 감당해야 할 미래임이 거진 확실하지 않을까. 그렇게 모든 전개를 거쳐, 시공간의 흐름을 넘어 나중의 우리가 도달하게 될 곳은 과연 어디일까.
리뷰 전문 보기 인류가 달에 진출하기도 전의 영화지만 우주와 AI 등 현재를 보여주는 무서운 통찰력을 보여준다 온전히 다 이해할 수 없는 자연의 경이로움과 압도적인 위엄에 대한 찬사 #🧑‍🚀 그간 알던 '영화'를 아득히 뛰어넘는 어떤 경지. 내내 숨막히고, 그저 경이롭다. 예술가의 편집증적 성격이 성취해낸 문학적 예술. 그 속에서 바라보는 존재 본연 1968년이라는게 놀라운 뿐이다. 기회가 된다면 극장에어 반드시 보고 싶다 ""경외 (敬畏)."""
아이언맨,"토니 스타크(로버트 다우니 주니어)는 미워할 수 없는 매력을 지닌 캐릭터다. 천재적인 두뇌를 가진 세계 최고의 군수산업체 CEO이며, 유머감각 있고 잘생긴 얼굴로 여러 여자들을 번갈아 만나는 바람둥이. 심지어 천방지축 말도 잘 안 듣는다. 세상에 이처럼 시크한 남자가 또 있을까 싶다.

그런 그에게 시련이 찾아온다. 신형 미사일을 선보이기 위해 방문한 아프가니스탄에서 테러집단으로부터 공격을 받게 된 것이다. 가슴에 치명상을 입고 피랍자 신세가 된 그에게 테러집단이 요구한 것은 목숨도 돈도 아닌 미사일 제작. 미군들에게 선보인 그 미사일을 자기들에게도 만들어 달라는 거다. 아무 걱정 없이 화려한 삶을 즐기던 그가 하루 아침에 어두컴컴한 동굴에 갇힌 채 감시를 받으며 무기를 만들어야 할 처지에 놓일 줄 누가 알았을까.

보통 현실 속 이런 캐릭터들은 까짓것 그냥 만들어주고 풀려나는 쪽을 택하는 편이나 토니 스타크에겐 군수산업체 CEO로서 가지는 나름의 신념이 존재한다. ‘테러집단과 타협하지 않겠다.‘ 말을 끝마치기도 전에 붙잡혀 한바탕 고문을 당한 그는, 감시 카메라를 교묘히 따돌리며 미사일 대신 철제 갑옷을 제작한다. 그리고는 천신만고 끝에 제작한 갑옷을 장착하고 가까스로 탈출에 성공한다.

이 일을 겪고 난 뒤, 토니 스타크는 자신의 사업에 회의를 갖기 시작한다. 그도 그럴 것이, 강한 무기가 평화를 불러온다는 그의 신념이 깨지는 일을 경험하게 되었으니 어찌 충격을 받지 않을 수 있을까. 본국으로 돌아온 그는 집에도 들르지 않은 채 피랍 중 먹고 싶었던 햄버거 하나만 사들고 곧장 기자회견장으로 달려간다. 그리고 선언한다. 군수 사업부를 영구 해체하고 국익에 도움이 되는 성장 동력을 모색하겠노라고. 그의 폭탄 선언에 시장은 물론이며 이사회까지 술렁이는 것은 당연지사. 이를 아는지 모르는지 집안에 틀어박힌 그는 자신이 탈출하는데 쓰인 갑옷의 개조에 매진하기 시작한다. 그리고 마침내, 전쟁의 참상으로부터 세상을 구할 첨단 수트가 만들어진다. '아이언맨'의 탄생이다.

토니 스타크라는 캐릭터의 윤리의식은 히어로라 하기엔 얄팍한 편이다. (무기 사업 중단을 선언한 사람이 그보다 더 위험한 첨단 수트를 만들어 냈다는 아이러니함 정도는 차치하도록 하자.) 그가 기자회견에서 밝힌 무기 사업 중단 이유는 그가 지닌 윤리의 한계를 단적으로 보여준다. 그러니까 그는, 스토크사의 무기가 전쟁에 쓰임으로써 수많은 사람을 죽음으로 몰고 가고 있음을 깨달았기 때문에 자신의 사업을 중단한 것이 아니다. 그저 그 무기가 ‘적’에 손에 들려 ‘우리 편’을 죽일 수도 있음을 확인했기 때문인 것이다.

이는 테러리스트로부터 위기에 처한 시민들을 구하는 아이언맨의 모습에서 여실히 드러난다. 적(이라고 영화에서 규정되어지는 집단)의 생명을 앗아가는데 있어서 이 빨간 수트의 히어로는 일말의 주저도 보이지 않는다. 게임하듯 레이더 망에 적들의 머리통을 포착한 뒤, 이내 어깨에서 총을 꺼내어 가차없이 발사한다. 픽 픽 죽어나가는 적들. 한 명을 살리기 위해 한 명을 죽이는 아이언 맨의 모습은, 악한 자 또한 사람이기에 그들의 목숨을 두고 끊임없이 고뇌하던 ‘베트맨’의 그것과는 사뭇 대조적이다.

악당의 행위 역시 고개를 갸우뚱하게 만든다. 스토리 상 아이언맨에 필적할만한 정 반대쪽의 그 무언가를 불러내야 이야기가 전개될 수 있으므로 그를 악당으로 만들어 소환한 것이겠으나, 영화상에서 그가 이루려는 목적(더 이상 말하면 스포일러가 되므로 이정도로만 해두기로 한다.)은 그가 하는 행동과 전혀 부합하지 않는다. 아니, 오히려 목적 달성을 위해서는 절대로 하지 말아야 할 행동들이다. 악당의 목적이 ‘세계 정복’이 아닌 현실의 범주 안에 존재하는 것인데, 일을 키우지 않고 쉽게 갈 수 있는 방법이 충분히 많지 않은가? 하긴, 그랬다면 이 영화는 블록버스터가 아닌 법정물이 되었을 것이다.

<아이언맨>에 박진감 넘치는 로봇 액션을 기대하는 관객이라면 조금 실망 할 지도 모른다. 일단 영화가 다루는 전투 장면이 그리 많지 않다. 또한 영화는 아이언맨이 활약하는 장면, 가령 적을 때리고 구조물을 부수고 파편이 날아다니는 일련의 상황에서 오는 장르적 쾌감 보다, 아이언맨이 만들어지고 개선되는 과정을 통해 보여지는 기술적 희열에 초점을 맞춘다. (심지어 이 영화가 혹시 속편을 위해 만들어진 프리퀄은 아닐까 싶을 정도로 후자에 치중한다.) 그렇다고 해서 그것이 싱겁다는 소리는 아니다. 어렸을 적 미니카를 즐겨 만들었거나, 본드 냄새에도 아랑 곳 하지 않은 채, 밤을 새워 프라모델을 조립하고 도색했던 관객이라면 오히려 더 큰 환호와 만족감을 나타낼 지도 모른다.

<아이언맨>은 기술적인 면에서 대놓고 뻔뻔하게 거짓말을 하는 영화다. 그러나 과학적 당위를 말도 안되게 끼워 억지로 설명하려는 우를 범하지 않아서 좋았다. 캐릭터 또한 마찬가지다. 아이언맨 수트를 시연하는 과정중에 이리저리 부딪히고 깨지고 심지어는 떨어져도, 얼음하나 머리에 비비며 찡그리는 것으로 모든 것이 설명 될 수 있는 이유는 로버트 다우니 주니어의 귀여운 매력 때문이 아닐까. 마블의 따끈한 첫 출발. 하나의 작은 발걸음이지만, MCU를 위한 거대한 도약. 지금 보면 LG 휴대폰이 몹시 어색한. 자체 통신 기기를 만들 능력이 있으면서 굳이 휴대폰을 사서 쓸 일이 있나 싶음. 마블의 시작, 히어로의 환영식. 전설의 시작"
월-E,"인간보다 더 인간적인 로봇이야기. 대사없이 표정만으로도 철저하게 살아있는 감정과 1차원적으로 사랑에 다가서는 모습은 아날로그감성을 미래배경에 덧입혀내는 작업과 함께 감성과 테크놀로지의 완벽한 조화를 완성한다. 특유의 화려함과 아기자기함은 물론이고, 교훈거리를 던져주는 것까지 잊지않는 픽사와 디즈니의 미래지향 애니메이션이다. 감동과 신선함의 환상특급 꼼꼼하고 세심한 묘사. 소설 '멋진 신세계'와 현재적 문제의식까지 덧붙인 괜찮은 애니 로봇이 보여준 휴머니티로 다시금 진화하는 인간. ㅤ 환경파괴라는 주제의식에 로봇의 로맨스를 첨가하여 영화를 더 몰입감있게 만든다 인간 보다 더 깊은 감정을 느끼게 하는 로봇의 사랑 이야기 버려진 청소 로봇이 인간에게 알려주는 순수함과 아름다운 사랑. 쓰레기 버리는 기계의 사랑이 어찌 이리 아름다운지"
레미제라블," 성장, 사랑, 혁명, 가족애, 전우애, 탐욕과 희생 모든 것을 느낄 수 있는 고전 명작. 너무 늦게 알아 버렸다. 영화관에서 볼 수 있다면 좋을 텐데. ㅤ 언젠가 브로드웨이에서 직관하고픈 대작 뮤지컬! 걸작임을 인정하지만 루즈해지는 것은 사실. 지나친 클로즈업이 망친 감동. 강약에서의 약의 부제 대사는 거의 없다. 진짜 뮤지컬영화. 그래서 조금 지루해지는 부분도. 워낙 유명한 원작이라 뻔할줄 알았지만 뭉클했다 영화표로 순도 높은 뮤지컬보기"
안시성,"공성전은 반지의 제왕에서, 맨몸 격투는 300에서, 전체적 구도는 드라마 대조영에서 따왔지만 셋 다 최소 10년 전 작품이란걸 감안하면... 차라리 이렇게 좋은 작품들에서 따온 부분이 나은 편이다. 성내 인물들의 드라마는 굉장히 '한국적'이고 클리셰를 차용하면서 그걸 잘 써먹지도 못하는걸 보는건 고통스럽다. 갈등의 두 축인 조인성과 박성웅이 한 쪽은 작품에 녹아들지 않는 연기톤의 문제로 다른 한 쪽은 그냥 언어 자체가 입에 안 붙는 문제로 어느 쪽도 존재감을 보여주지 못하는 탓에 대사가 있는 부분은 공중에 붕 떠버리는 모습이 보인다. 생각보다 볼만한데? 신파도 없고 후반부의 약간 늘어지는 편집과 국뽕 좀 빼고 조금만 담백하게 만들었으면 좀 더 좋았을 듯. 공성전 자체는 한국영화에선 역대급이다 . 화려한 액션 연출. 뼛속까지 전쟁 뿐인 영화. 반지의 제왕과 잭 스나이더식 연출을 오마주한 것이 과하게 드러나지만 그래도 나쁘지만은 않은 느낌 한국 영화 전투씬의 진화! 이런 한국 전쟁 영화도 하나는 있어야지"
사랑할 땐 누구나 최악이 된다,"자기비하와 자존감을 부등식이 아니라 등식으로 연결하다..
원제는 ‘The Worst Person in the World’이다..
한글 제목과는 뉴앙스가 사뭇 다르게 느껴지기도 한다..
그렇다고 한글 번역이 잘못되었다고 폄하할 일은 아니다..
그 또한 그런 제목이 타당함직도 하니까..

딱히 특별하다거나 인상적이라거나 하진 않은데,
그렇다고 흔한 영화 한편으로 스쳐보내기엔
뭔지모를 뭔가가 있다고 영화는 내게 이야기한다..

어쩌면 계속 ‘노르웨이어’가 들려서 그랬는지도 모른다..
(독일어 비슷하지만 아닌것 같아 검색해보고 알있다..)
세상이 너무 한쪽으로 쏠리는건 마땅치가 않다..
세상은..다양할수록 좋은게 맞다..

영화 제목으로부터 이어지는 단상은 ‘자비비하’이다..
그런데..사실 자기비하와 자존감은 그닥 다르지 않다..
요아킴 트리에 감독 또한 그런 생각을 하지 않았나 싶다..
“내가 세상에서 최악의 사람이다”라는 자각은
분명 자기비하의 깊은 골에 빠지는 모습이기도 하지만,
어쩌면 진짜 자존감을 다지는 경유지일수도 있다..

있는 그대로의 나를 용납하고,
그래서 다른 누구라도 용납할 수 있는,
그런 필수적인 경유지..
그럴수만 있다면, 세상은 지금보다 조금은 나아질텐데..

20230204 AppleTV+무비스토어 (23.5) 그 불가해한 시간과 경험들조차 포용할 수 있을 것만 같은 감각적인 터치. 사랑할 땐 누구나... 다음 단어가 자꾸 떠오르지 않는다. 그 시절의 내가 했던 최선의 선택들이 그 시절의 너에게는 최악이었다 불완전한 세상에서 살아가는 불완전한 율리에들을 위하여. 각자의 오슬로에서, 각자의 인생에서 가장 찬란하게 빛나기를. 섬세하게 주인공의 심리와 행동, 몸짓을 따라가다보면 달콤쌉쌀한 맛이 묘하게 중독성이 있다. 이타적이건 이기적이건 어느쪽에도 사랑은 존재할 수 밖에 없는 것 처럼. 사랑은 (거의) 아름답다. 사람은 아닐 수도 있다. 삶이란 원래 그런거다."
블랙 스완,"'완벽'을 느낀 인생에 멋지다고 찬사를 보낼 수 있을지라도 결코 그녀가 행복해 보이지는 않았으므로.....
이 영화를 인간의 욕망 차원에서 들여다 보면 주인공은 비록 그 욕망의 분출이 자기 파괴적이었지만 타자가 봤을 땐 예술로 승화 되었고 그런면에서 주인공이 '나'의 삶이 아닌 '타인'이 원하는 삶을 살아왔기에 비극적이라고 볼 수 있을 것이다. 결국은 자신의 욕망을 마주하고 한 작품으로 완성시킨 '과정'이 절망적이기에 '예술'로 받아 들이기 어려움도 있겠지만 말이다. 그리고 '완벽'을 느낀 인생에 멋지다고 찬사를 보낼 수 있을지라도 결코 그녀가 행복해 보이지는 않았으므로..... 집착은 젊은이의 가장 큰 선물이자 독,판도라의 상자같다 이런 미친 영화를 영화관에서 못 봤다는 게 통탄스럽다 대런 아로노프스키와 만나는 모든 여배우는 절정의 연기력을 보여준다 서서히 블랙 스완으로 물들어가는 하얀 백조를 연기한 나탈리 포트만의 이 연기는 가히 기념비적. 예술가가 극단적으로 완벽을 기하는 방법 세상에 나오려면 알을 깨뜨려야한다."
관상," 송강호랑 이정재 연기력 빼고 별로였다. 역사적 사실을 가지고 너무 선악으로 단순하게 표현했다는 느낌이 들었다. 사람이 시대를 바꾸는가, 시대가 사람을 만드는가 역사의 파도에 휩쓸려갈 수 밖에 없는 물방울만한 인물들. 당신은 이 영화 내용을 이미 알고있다. 하지만 이 영화의 배우들도 알고있지. 그럼 보는게 맞지 않겠어? 그렇게 휩쓴려 버린 개인에 대하여 수양대군 간지나서 높게줌 스토리 - ★★★ 연기력 - ★★★ 몰입도 - ★★★ 사람들이 관상을 믿기 시작하게 만든 영화 차분히 뜯어보며 그안의 상을 들여다보듯"
모아나,"디즈니의 올곧은 온고지신. '포카혼타스'가 나온 지 20년의 세월이 흘렀고, 그 흐른 세월만큼이나 디즈니는 자기반성을 통해 모험 가득한 '바다왕국'을 만들어냈다. 더는 공주가 필요 없다고 외치는 디즈니는 그렇게 진보 중이다.

동영상 후기 ▶ https://youtu.be/VYY3kGcgoI4
2017/01/05 CGV 왕십리 그래도 이런거 만드는건 여기밖에 없잖아 바다가 허락한 길 끝에 보게 되는 건 대자연에 대한 경외감과 새롭게 발견한 나 자신. 다른 건 차치하고 평잼인걸 어쩌라고. 뻔하고 유치한 내용이지만 진취적인 주인공을 보면 내 자존감도 올라가는 듯하다. 간만에 재미있게본 디즈니 애니메이션 픽사야 디즈니야 ㅎㅎㅎㅎ 눈부신 바다, 경쾌한 음악 그러나 구심점 역할에서 흔들거리는 모아나 이때까지만해도 디즈니 폼미쳤지.."
반지의 제왕: 반지 원정대, 뛰어나고 웅장한 영상미에 이야기의 구성은 치밀하고 탄탄하다. 옛날 작품이라 그런지 너무 장대하고 광활해서 읽기엔 좀 지루하고 구식이었는데 영화가 오히려 너무 흥미로웠다! 말로 다 할 수 없는 가장 성대한 판타지의 첫걸음. 평화를 위한 여정의 시작. 웅장한 판타지의 문을 연 시리즈. . 이런 영화가 또 나올 수 있을까!
"좋은 놈, 나쁜 놈, 이상한 놈"," 대배우들의 케미만으로도 충분한... 김지운 감독님께서 <놈놈놈>을 만들게 된 동기는 우리들이 반도가 아닌 대륙을 지배했을 때의 우리 조상님들을 표현하기 위해서라고 하셨다. 좋은 놈이든 나쁜 놈이든 이상한 놈이든, 살아남아야 될 수 있는 법. 2018년에 나왔다고 해도 믿겠다. 훌륭한 장르적 쾌감을 지닌 작품. 연출, 촬영, 연기, 음악, 미술, 의상 등 모든 것이 완벽했다. 말타고 달리며 총쏘는 정우성 배우님의 모습이 너무 재밌었다. 한국적이면서 동시에 이국적인 배경에서 펼쳐지는 스타일리쉬한 '만주 웨스턴'. 이런 화려한 액션씬은 언제나 즐겁다 신기한 놈들 김지운 감독이라 가능한 한국식 스타일리쉬 서부극. 일제강점기 배경으로 서부극을 만들 거라고 누가 상상이나 했겠나!? 한국형 웨스턴이 가능한 거 였구나"
"장화, 홍련","이 영화가 개봉했을때는 정말 어렸음에도 불구하고 포스터가 기억에 남는다. 딱 무서운 이야기, 귀신, 괴담 이런것들에 흥미를 느끼면서도 사실 무서워했던 때라 포스터를 지나칠 때마다 호기심이 생겼던 것 같다.
그런데 지금에서야 이 영화를 보고나서 드는 생각은... 포스터를 한참 잘못만들었다는 것. 더구나 ‘우리집에 놀러오세요’ 따위의 카피가 붙어서는 안됐다. 이 영화가 좋은 이유중 절반 이상이 음악 때문이다 무섭다. 그런데 슬프다. 그리고 아름답다... 돌이킬 수 없는 비극적인 아이러니."
타임 패러독스,"타임리프라는 스토리의 굴레에 떡밥과 다양한 반전을 잔뜩 채워놓고도, 기여코 그 역설과 모순의 간극을 촘촘하게 이어맞추는데 성공한다. 과거와 현재를 넘나들면서도 이야기의 조각 하나 놓치지않고 완전한 하나의 그림으로 만들어내며 시간여행이라는 익숙해져버린 주제를 사용한 영화들 사이에서 충분한 차이점을 만들어내었다. 배우들의 호연과 충격적인 반전들로 몰입감마저도 놓치지 않은 영화. 매력적이다. 사전정보 하나도 없이 보길 잘 했다고 생각함. 타임리프와 멀티버스(?)를 소재로 한 영화 중에 손꼽히는 수작. 이야기의 시작을 찾으러 길을 돌아가보니 펜로즈의 계단. 뭔데? 내 기준 타임슬립 영화중 원탑. 뭐지?뭐지?그래서 뭐라는거야? ?뭐야? 뭐지? 아 어려워ㅜㅠ 뭐가 이렇게 어려워.. . . . . 대박 사건.. 여운이 안가신다.. 닭이 먼저냐 달걀이 먼저냐 반박자 먼저 시작하고 반박자 늦어버리는 뫼비우스의 띠 모양의 플롯 영화 그 자체보다 '타임 패러독스'를 검색하면서 즐기는 나 자신을 볼 수 있다. 이 영화에 대한 아무런 정보도 없이 봤지만 보다가 졸았다. 그래도 결말은 충격적이었다."
시계태엽 오렌지,".
인간성에 대한 자극적인 물음으로 시작해 허무한 정치 풍자극으로 끝난다.

인간의 추악한 본능과 폭력을 강제로 교정한다는 인간성에 대한 물음은 사실 겉포장일 뿐이고, 지금 현재에도 여전히 적용되는 ‘정치는 이기면 그만’이라는, 모든 것을 정치에 이용하는 지극히 현실적인 마무리가 역겹고(그것도 충분히 효과적이란 사실이) 놀랍다.

죽은 사람만 불쌍할 뿐이지. 개인의 폭력을 막기 위해 선택의 자유, 생각의 자유까지 뺏어도 되는 것인지. 몽환적이고 SF적인 화면과 자극적인 영상 속에 묻혀 버린 도덕적 윤리적 논쟁 거리"
러브 액츄얼리,"“사랑의 어떠한 형태든 진실을 말 할 마법같은 날”
세상에는 다양한 형태의 사랑이 존재하며
이상하리만큼 크리스마스에는 세상이 사랑으로
붉게 물든다.

가족,친구,연인과 보내라는 대중적인 인사의 이유를
알 것 같기도 하다.

산타 클로스가 세상 사람들에게 공통적으로 주고 간
선물은 ‘진실한 마음’ 이 아닐지.

사랑,용기,화해로 가득한 겨울 중 제일 따뜻할 하루
(그렇다고 불륜을 ‘사랑’이라고 로맨스로 덮어버리는 건
아니지 않나 싶어서 별점 후루룩 깎음)

+) 그저 토마스 생스터... 토마스 생스터... 토마스 생스터...토마스 생스터... 토마스 생스터... 토마스 생스터...
오래오래 기억될 그의 어릴적 모습과 이름...
약혼해서 행복한가요? 모두의 소망이 이루어지기를 가장 효과적인 크리스마스 바이럴 사랑의 마법을 믿어요. 크리스마스 = 러브 액츄얼리 크리스마스 필수 관람작품"
쉰들러 리스트,".
"" 25년 전 이 영화를 처음 개봉했을때 전 오스카 쉰들러의 눈으로 역사의 어두운 한 시대를 재조명해보고 싶었습니다.
편견과 인종차별의 무서운 결과에 대해 생각할 계기를 만들고 싶었죠.
.
이 영화의 핵심 소재를 제공해준 USC 쇼아 재단은 홀로코스트 생존자 및 증인들이 겪은 일들을 기록하기 위해 제가 설립한 재단입니다.
고통스럽지만 그들의 얘길 들어야 인간이 어디까지 선하거나 악할 수 있는지를 이해할 수 있으니깐요.
.
이해하려면 노력이 필요합니다. 공감하고 비판하는 힘을 키우려는 노력이 말입니다.
이제 우리의 새로운 과제는 외국인 혐오 등 또 다른 불행의 역사가 반복되는 걸 막는 것 입니다.
25년 전 <쉰들러 리스트>를 찍을 때 제 가장 큰 바램은 관객이 이 영화를 보고 진지한 대화 속에 사랑이 증오보다 강하다는 믿음을 나누는 것이었죠.
그 바램은 지금도 마찬가집니다. """
패왕별희 디 오리지널,"타오르는 경극인의 초상
<패왕별희>(1993년)는 유일무이한 중화권 칸 영화제 '황금종려상' 수상작이다. <패왕별희>가 상을 받은 1990년대는 중화권 영화의 가장 찬란했던 시기로도 표현할 수 있다. 단순한 서사 구조 형식의 영화를 넘어서, 인상적인 화면 구도나 색채를 활용해 영상 언어로의 영화를 만들었던 것. 이 시기에 빛났던 감독에겐 유사한 이력이 있다. 자국의 유구한 문화를 파괴한 것은 물론이며, 연극, 음악, 미술, 영화 등 전 분야에 걸친 문화 발전을 저해시켰던 대규모 문화 검열 사건, '문화대혁명'(1966년~1976년)을 직접 겪은 세대라는 점. 천카이거 감독은 <패왕별희>를 통해 자신이 겪은 경험을 고스란히 반영시켰다.

2020/05/05 롯데시네마 영등포
--- 이하 리뷰 전문은 알려줌 하단 링크
리뷰 전문 보기 너무 뚝 뚝 끊어져서 감정선이 잘 느껴지지 않는다 좋지 않은 화질도, 경극도, 내가 모르는 역사에 대한 불친절한 설명까지 불호"
지구 최후의 밤,"<지구 최후의 밤, 2018>
⠀
꿈과 현실을 넘나드는 몽환적 분위기.
팜므파탈 탕웨이와 환각을 겪듯 짙은 황각의 연기.
후반 30분 같은 58분 야외 롱테이크는 가히 역대급. 어메이징.
⠀
제 71회 칸 영화제 주목할 만한 시선
30세 중국 천재 감독의 등장.
이동진 평론가 5점 만점.
⠀
⠀
""영화와 기억.""
⠀
""난 어디까지 본 것인가.""
⠀
""전반부, 복잡 난해 지루 주의""
⠀
⠀
☆ 4.0 / 5.0
⠀
⠀
⠀
#지구최후의밤 #비간 #탕웨이 #황각
⠀
#movie #film #cinema #instamovies
#영화 #영화스타그램 #무비스타그램 #영화리뷰 #추천영화
⠀ 기억과 꿈 그리고 밤 이라는 영화 순간이고 영원인 그 밤으로 간다 멈춰진 영원과 잠깐의 환상. 곧 끝날 꿈인걸 깨닫고 나서야 유랑할 수 있는 자각몽같이 모호하기에 아름다운 것. 기억이자 꿈. 꿈이자 영화. #🏓 중첩되는 사실과 기억, 그리고 현실과 꿈. 그 사이를 회전해서 날아가고픈 이 영화같은 밤. 3D 안경을 꺼내기 위해 영화관의 적막을 깨우는 기쁜 바스락거림. 영화와 관객이 하나로 이어지는 가장 시네마틱한 경험. 심장을 부풀리는 듯한 미지의 세계. 그곳에서의 나는 잡지 못한 사랑을 잡았으면."
캐스트 어웨이," 정해진 길은 없다. 길은 내가 선택하는 것이다 뜬금없는 배구공 판매율 증가에 기여했던 영화... ㅋㅋ 그래도, 계속 숨을 쉬어야지. 어느 순간에도 희망은 있고, 삶은 계속 된다. 탈출 후에도 막막하지만 계속 살아간다 휴머니즘 재난 서바이벌 영화. 너무 어릴때 봐서인지 나도 혹시 무인도에 불시착하거나 표류하다 떠밀려가면 이 영화에서 본 거 잘 기억했다가 활용해야지 했던 기억이 난다^^ 비행기 위(사회)와 망망대해(야생)에서 표류하던 그에게 단 하나의 길이 명확해지는 순간. 잘가...윌슨...😭🏐 공 하나로 이런 감정을 줄 수 있네? 그 상실감에 대해서....."
