titles,reviews
인어공주,"이 시절의 디즈니 애니메이션은 불패임한줄평
- 아직은 왕자가 다해먹던 시절. 그래도 이 철없는 공주를 도저히 미워할 수 없다셀 애니메이션 특유의 결과 주옥같은 음악을 물론 무시할 순 없지만, 어렸을 때부터 나는 늘 안데르센의 원작만이 진짜 <인어공주>라고 생각해왔다. 이런 서사에 디즈니 식 긍정이라니...디즈니 최고미녀 인어공주 건들지말아...세바스찬이 어르신이었다니...이 영화를 보고 가슴두근 거리지 않은 소녀가 있을까?나의 비극적인 이야기를 해피엔딩으로 바꿔준 디즈니에게 무한한 감사를실사판 보고 어이없어 다시 찾게된 에리얼..다시 힐링했다..!어렸을 땐 마냥 인어가 되고 싶던 나로서는 에리얼을 이해할 수 없었지만 그럼에도 너의 세상에 일부가 되어서 응원했다.😊"
바이올렛 에버가든,
카구야 님은 고백받고 싶어 -울트라 로맨틱-,럽코 GOAT너무나 사랑스러운 작품. 마지막에 끝맺음도 킹받는다카구야 님은 고백받고 싶어 -울트라 로맨틱- 더빙난 이 마지막 장면을 보기 위해 열심히 달려왔구나!이거 이기는 럽코 난 못봤다간략하게 역시재미있다고 표현가능 원작 슬슬완결각인데 어찌될려나....보통이에요. 2022. 4. 11. ~ 2022. 6. 27.
바람의 검심: 추억편,
극장판 5등분의 신부,
극장판 카드캡터 체리 - 마법의 카드,
회복술사의 재시작,
명탐정 코난 5기,
베르사유의 장미,
사랑은 비가 갠 뒤처럼,
엿보기 구멍,
엿보기 구멍,
달려라 하니,
그 비스크 돌은 사랑을 한다 2기,
내세에는 남남이 좋겠어,
나의 피코,
니세모노가타리,
달의 요정 세일러 문 S,
목소리의 형태,
귀를 기울이면,
유미의 세포들 더 무비,
유령 신부,
너와 파도를 탈 수 있다면,
울고 싶은 나는 고양이 가면을 쓴다,
청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,
야마다 군과 Lv999의 사랑을 하다,
파란 우산,
지저귀는 새는 날지 않는다,
해변의 에트랑제,
내 이야기!!,
세일러문,
중2병이라도 사랑이 하고 싶어! 연,
스즈미야 하루히의 우울 1기,
사쿠라장의 애완그녀,
여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다…X,
극장판 사사키와 미야노 - 졸업편,
새로운 상사는 귀여운 허당,
새출발 영애는 용제 폐하를 공략 중,
나나,
내가 인기 있어서 어쩌자는 거야,
캐릭캐릭 체인지 두근두근,
명탐정 코난 16기,
여신의 카페테라스,
아쿠에리온 EVOL,
시나몬 더 무비,
배뱀배뱀뱀뱀파이어,
학생회의 일존 Lv.2,
프리티 리듬 오로라 드림,
코이모노가타리,
명탐정 코난 7기,
